transaction_id,date,customer_id,product_id,product_category,region,amount,tax,total_revenue
TRX-11027,2025-10-21,CUST-457,PROD-2337,Home & Garden,Europe,43.15,3.45,46.6
TRX-11028,2025-06-29,CUST-361,PROD-1778,Home & Garden,Asia Pacific,404.16,32.33,436.49
TRX-11029,2025-08-07,CUST-175,PROD-2644,Clothing,Asia Pacific,132.2,10.58,142.78
TRX-11030,2025-03-25,CUST-531,PROD-3621,Sports,Asia Pacific,295.24,23.62,318.86
TRX-11031,2025-03-09,CUST-738,PROD-2232,Sports,North America,110.28,8.82,119.1
TRX-11032,2025-08-18,CUST-805,PROD-1543,Toys,North America,149.39,11.95,161.34
TRX-11033,2025-12-22,CUST-914,PROD-1169,Clothing,Europe,273.36,21.87,295.23
TRX-11034,2025-01-21,CUST-152,PROD-4336,Electronics,Asia Pacific,493.59,39.49,533.08
TRX-11035,2025-10-06,CUST-599,PROD-3369,Electronics,Europe,173.55,13.88,187.43
TRX-11036,2025-05-31,CUST-922,PROD-3284,Clothing,Europe,173.38,13.87,187.25
TRX-11037,2026-01-01,CUST-921,PROD-1739,Home & Garden,Latin America,164.69,13.18,177.87
TRX-11038,2025-12-13,CUST-868,PROD-2470,Sports,Europe,434.97,34.8,469.77
TRX-11039,2025-05-02,CUST-919,PROD-2536,Home & Garden,Europe,75.5,6.04,81.54
TRX-11040,2025-04-18,CUST-602,PROD-1326,Sports,Europe,52.57,4.21,56.78
TRX-11041,2025-10-17,CUST-394,PROD-1554,Toys,Europe,348.09,27.85,375.94
TRX-11042,2025-08-14,CUST-269,PROD-4237,Toys,North America,97.66,7.81,105.47
TRX-11043,2025-05-16,CUST-882,PROD-3846,Toys,North America,352.11,28.17,380.28
TRX-11044,2025-08-19,CUST-422,PROD-1824,Clothing,Asia Pacific,427.0,34.16,461.16
TRX-11045,2025-01-24,CUST-579,PROD-3207,Electronics,Europe,303.59,24.29,327.88
TRX-11046,2025-07-15,CUST-753,PROD-2203,Home & Garden,Asia Pacific,354.15,28.33,382.48
TRX-11047,2025-03-16,CUST-878,PROD-2561,Clothing,Latin America,246.41,19.71,266.12
TRX-11048,2025-12-11,CUST-956,PROD-1165,Clothing,Europe,114.01,9.12,123.13
TRX-11049,2025-07-08,CUST-684,PROD-3727,Clothing,Latin America,116.62,9.33,125.95
TRX-11050,2025-05-26,CUST-556,PROD-4061,Electronics,Europe,146.53,11.72,158.25
TRX-11051,2025-04-25,CUST-108,PROD-1495,Electronics,Asia Pacific,35.71,2.86,38.57
TRX-11052,2025-08-15,CUST-324,PROD-1987,Sports,Latin America,272.75,21.82,294.57
TRX-11053,2025-05-15,CUST-929,PROD-3649,Toys,Latin America,156.0,12.48,168.48
TRX-11054,2025-09-04,CUST-532,PROD-1416,Home & Garden,Europe,293.7,23.5,317.2
TRX-11055,2025-08-15,CUST-121,PROD-3572,Toys,North America,240.54,19.24,259.78
TRX-11056,2025-07-20,CUST-122,PROD-4648,Toys,Asia Pacific,212.44,17.0,229.44
TRX-11057,2025-11-12,CUST-823,PROD-1299,Clothing,Asia Pacific,109.95,8.8,118.75
TRX-11058,2025-09-09,CUST-888,PROD-2811,Home & Garden,Europe,251.38,20.11,271.49
TRX-11059,2025-05-18,CUST-954,PROD-3123,Clothing,Europe,129.52,10.36,139.88
TRX-11060,2025-02-13,CUST-588,PROD-4323,Sports,North America,123.41,9.87,133.28
TRX-11061,2025-07-29,CUST-432,PROD-1266,Clothing,Latin America,46.75,3.74,50.49
TRX-11062,2025-09-16,CUST-854,PROD-1610,Home & Garden,Asia Pacific,499.64,39.97,539.61
TRX-11063,2025-04-10,CUST-675,PROD-3182,Toys,Europe,33.08,2.65,35.73
TRX-11064,2025-10-21,CUST-376,PROD-1141,Clothing,North America,178.45,14.28,192.73
TRX-11065,2025-08-06,CUST-171,PROD-4661,Clothing,Europe,72.83,5.83,78.66
TRX-11066,2025-09-09,CUST-460,PROD-1718,Home & Garden,Latin America,163.04,13.04,176.08
TRX-11067,2025-08-18,CUST-480,PROD-2715,Home & Garden,Asia Pacific,343.75,27.5,371.25
TRX-11068,2025-01-15,CUST-149,PROD-1082,Home & Garden,Latin America,285.4,22.83,308.23
TRX-11069,2025-02-18,CUST-105,PROD-1120,Clothing,Asia Pacific,124.26,9.94,134.2
TRX-11070,2025-04-17,CUST-872,PROD-4918,Clothing,Asia Pacific,257.07,20.57,277.64
TRX-11071,2025-01-08,CUST-910,PROD-2310,Electronics,Asia Pacific,478.95,38.32,517.27
TRX-11072,2025-06-22,CUST-780,PROD-1796,Electronics,Europe,225.53,18.04,243.57
TRX-11073,2025-04-06,CUST-817,PROD-2289,Home & Garden,Latin America,393.9,31.51,425.41
TRX-11074,2025-08-16,CUST-183,PROD-2904,Sports,Asia Pacific,383.0,30.64,413.64
TRX-11075,2025-02-05,CUST-307,PROD-2001,Home & Garden,North America,430.48,34.44,464.92
TRX-11076,2025-01-31,CUST-653,PROD-1904,Clothing,Asia Pacific,36.84,2.95,39.79
TRX-11077,2025-06-03,CUST-369,PROD-4871,Electronics,North America,185.05,14.8,199.85
TRX-11078,2025-08-02,CUST-555,PROD-3663,Sports,Latin America,149.97,12.0,161.97
TRX-11079,2025-07-05,CUST-728,PROD-3485,Toys,Europe,131.7,10.54,142.24
TRX-11080,2025-02-10,CUST-636,PROD-3204,Home & Garden,North America,218.05,17.44,235.49
TRX-11081,2025-07-29,CUST-382,PROD-2952,Home & Garden,Europe,406.47,32.52,438.99
TRX-11082,2025-08-24,CUST-765,PROD-4749,Sports,Asia Pacific,269.24,21.54,290.78
TRX-11083,2025-06-15,CUST-575,PROD-3877,Sports,Europe,188.48,15.08,203.56
TRX-11084,2025-12-20,CUST-602,PROD-3037,Home & Garden,Asia Pacific,20.58,1.65,22.23
TRX-11085,2025-03-25,CUST-319,PROD-1057,Toys,Europe,86.21,6.9,93.11
TRX-11086,2025-06-25,CUST-190,PROD-3165,Sports,North America,278.52,22.28,300.8
TRX-11087,2025-07-03,CUST-705,PROD-1730,Sports,Latin America,235.44,18.84,254.28
TRX-11088,2025-12-11,CUST-723,PROD-4044,Electronics,Europe,436.91,34.95,471.86
TRX-11089,2025-08-06,CUST-888,PROD-4100,Toys,Latin America,76.91,6.15,83.06
TRX-11090,2025-09-10,CUST-801,PROD-3530,Clothing,Europe,453.47,36.28,489.75
TRX-11091,2025-12-24,CUST-584,PROD-4938,Home & Garden,Latin America,308.35,24.67,333.02
TRX-11092,2025-04-18,CUST-228,PROD-4244,Clothing,Latin America,243.56,19.48,263.04
TRX-11093,2025-12-07,CUST-564,PROD-2938,Sports,Europe,83.88,6.71,90.59
TRX-11094,2025-12-24,CUST-576,PROD-4983,Home & Garden,Latin America,349.91,27.99,377.9
TRX-11095,2025-12-14,CUST-551,PROD-3869,Clothing,Latin America,280.7,22.46,303.16
TRX-11096,2025-12-15,CUST-794,PROD-3339,Toys,Europe,227.49,18.2,245.69
TRX-11097,2025-02-25,CUST-198,PROD-3497,Home & Garden,North America,47.18,3.77,50.95
TRX-11098,2025-07-23,CUST-267,PROD-1287,Sports,Europe,274.94,22.0,296.94
TRX-11099,2025-03-22,CUST-309,PROD-1550,Toys,Latin America,348.29,27.86,376.15
TRX-11100,2025-05-26,CUST-335,PROD-1872,Toys,Europe,450.23,36.02,486.25
TRX-11101,2025-05-21,CUST-772,PROD-3448,Home & Garden,Latin America,273.8,21.9,295.7
TRX-11102,2025-05-13,CUST-173,PROD-2275,Home & Garden,North America,257.58,20.61,278.19
TRX-11103,2025-12-09,CUST-159,PROD-2120,Toys,Asia Pacific,73.8,5.9,79.7
TRX-11104,2025-12-30,CUST-849,PROD-4386,Home & Garden,Europe,88.05,7.04,95.09
TRX-11105,2025-03-04,CUST-338,PROD-1182,Sports,Europe,232.09,18.57,250.66
TRX-11106,2025-03-14,CUST-301,PROD-1678,Clothing,Latin America,211.8,16.94,228.74
TRX-11107,2025-04-06,CUST-291,PROD-1997,Home & Garden,North America,464.55,37.16,501.71
TRX-11108,2025-11-07,CUST-608,PROD-1880,Sports,Europe,226.08,18.09,244.17
TRX-11109,2025-07-03,CUST-274,PROD-3322,Sports,Europe,317.55,25.4,342.95
TRX-11110,2025-11-14,CUST-616,PROD-2480,Electronics,Asia Pacific,433.67,34.69,468.36
TRX-11111,2025-01-10,CUST-522,PROD-1085,Clothing,Europe,260.28,20.82,281.1
TRX-11112,2025-08-31,CUST-613,PROD-4900,Clothing,North America,365.02,29.2,394.22
TRX-11113,2025-01-05,CUST-282,PROD-4467,Clothing,Europe,165.4,13.23,178.63
TRX-11114,2025-09-12,CUST-221,PROD-3577,Clothing,Latin America,466.01,37.28,503.29
TRX-11115,2025-08-08,CUST-587,PROD-2324,Toys,North America,464.07,37.13,501.2
TRX-11116,2025-11-01,CUST-590,PROD-1934,Home & Garden,North America,297.96,23.84,321.8
TRX-11117,2025-10-15,CUST-574,PROD-1351,Toys,Europe,407.18,32.57,439.75
TRX-11118,2025-08-17,CUST-475,PROD-3307,Sports,North America,50.95,4.08,55.03
TRX-11119,2025-01-30,CUST-950,PROD-3766,Home & Garden,Latin America,427.29,34.18,461.47
TRX-11120,2025-11-14,CUST-945,PROD-4608,Electronics,Latin America,274.29,21.94,296.23
TRX-11121,2025-11-21,CUST-103,PROD-3556,Toys,Latin America,174.02,13.92,187.94
TRX-11122,2025-09-11,CUST-491,PROD-1774,Electronics,Latin America,471.79,37.74,509.53
TRX-11123,2025-06-03,CUST-553,PROD-2655,Clothing,Latin America,446.42,35.71,482.13
TRX-11124,2025-09-04,CUST-143,PROD-4268,Sports,Asia Pacific,373.42,29.87,403.29
TRX-11125,2025-03-12,CUST-984,PROD-1479,Sports,Latin America,484.46,38.76,523.22
TRX-11126,2025-06-16,CUST-681,PROD-4204,Home & Garden,Latin America,187.91,15.03,202.94
TRX-11127,2025-11-12,CUST-737,PROD-4265,Electronics,Latin America,72.52,5.8,78.32
TRX-11128,2025-12-21,CUST-722,PROD-3602,Sports,Europe,407.22,32.58,439.8
TRX-11129,2025-05-07,CUST-170,PROD-2390,Clothing,Europe,441.45,35.32,476.77
TRX-11130,2025-11-13,CUST-514,PROD-1139,Home & Garden,Europe,129.56,10.36,139.92
TRX-11131,2025-05-08,CUST-220,PROD-1075,Home & Garden,Europe,447.2,35.78,482.98
TRX-11132,2025-04-15,CUST-295,PROD-1298,Sports,Europe,134.59,10.77,145.36
TRX-11133,2025-02-19,CUST-204,PROD-1641,Electronics,Asia Pacific,80.01,6.4,86.41
TRX-11134,2025-11-29,CUST-993,PROD-2287,Electronics,Europe,475.98,38.08,514.06
TRX-11135,2025-02-26,CUST-338,PROD-1610,Home & Garden,Latin America,105.61,8.45,114.06
TRX-11136,2025-07-10,CUST-422,PROD-1362,Toys,Asia Pacific,249.49,19.96,269.45
TRX-11137,2025-07-18,CUST-696,PROD-1990,Clothing,Europe,264.85,21.19,286.04
TRX-11138,2025-09-09,CUST-162,PROD-2128,Clothing,Asia Pacific,87.98,7.04,95.02
TRX-11139,2025-11-28,CUST-544,PROD-2773,Home & Garden,Europe,388.64,31.09,419.73
TRX-11140,2025-05-15,CUST-525,PROD-1206,Clothing,Latin America,195.68,15.65,211.33
TRX-11141,2025-10-14,CUST-660,PROD-4074,Sports,North America,402.33,32.19,434.52
TRX-11142,2025-11-19,CUST-375,PROD-3921,Sports,Asia Pacific,67.54,5.4,72.94
TRX-11143,2025-10-31,CUST-799,PROD-4863,Toys,Europe,205.94,16.48,222.42
TRX-11144,2025-01-10,CUST-233,PROD-4829,Home & Garden,Asia Pacific,206.03,16.48,222.51
TRX-11145,2025-07-08,CUST-684,PROD-1915,Electronics,North America,318.0,25.44,343.44
TRX-11146,2025-01-11,CUST-544,PROD-2947,Clothing,Europe,37.96,3.04,41.0
TRX-11147,2025-07-25,CUST-142,PROD-1420,Clothing,North America,292.95,23.44,316.39
TRX-11148,2025-09-06,CUST-885,PROD-3901,Electronics,Asia Pacific,456.11,36.49,492.6
TRX-11149,2025-12-01,CUST-129,PROD-4430,Home & Garden,Asia Pacific,332.82,26.63,359.45
TRX-11150,2025-08-01,CUST-314,PROD-1162,Clothing,Latin America,194.46,15.56,210.02
TRX-11151,2025-10-14,CUST-648,PROD-3099,Sports,North America,93.07,7.45,100.52
TRX-11152,2025-12-06,CUST-182,PROD-1142,Sports,Latin America,22.58,1.81,24.39
TRX-11153,2025-06-25,CUST-334,PROD-1039,Clothing,Asia Pacific,451.17,36.09,487.26
TRX-11154,2025-04-14,CUST-767,PROD-3461,Electronics,Europe,187.24,14.98,202.22
TRX-11155,2025-12-04,CUST-967,PROD-4257,Home & Garden,North America,354.7,28.38,383.08
TRX-11156,2025-01-07,CUST-857,PROD-1273,Clothing,Europe,432.61,34.61,467.22
TRX-11157,2025-12-25,CUST-746,PROD-1963,Sports,Europe,276.51,22.12,298.63
TRX-11158,2025-08-30,CUST-398,PROD-1488,Home & Garden,Latin America,206.07,16.49,222.56
TRX-11159,2025-03-06,CUST-326,PROD-2479,Electronics,Europe,260.49,20.84,281.33
TRX-11160,2025-02-16,CUST-940,PROD-2054,Clothing,North America,129.42,10.35,139.77
TRX-11161,2025-12-18,CUST-610,PROD-4892,Toys,North America,358.51,28.68,387.19
TRX-11162,2025-07-17,CUST-891,PROD-2756,Clothing,Latin America,214.85,17.19,232.04
TRX-11163,2025-06-19,CUST-992,PROD-2426,Electronics,North America,395.99,31.68,427.67
TRX-11164,2025-06-04,CUST-856,PROD-2004,Electronics,Asia Pacific,222.7,17.82,240.52
TRX-11165,2025-11-13,CUST-452,PROD-1864,Clothing,Europe,50.32,4.03,54.35
TRX-11166,2025-06-21,CUST-858,PROD-1211,Sports,Europe,158.05,12.64,170.69
TRX-11167,2025-11-18,CUST-352,PROD-1297,Clothing,Asia Pacific,85.73,6.86,92.59
TRX-11168,2025-03-18,CUST-828,PROD-4017,Sports,Asia Pacific,198.34,15.87,214.21
TRX-11169,2025-03-08,CUST-738,PROD-1023,Electronics,Asia Pacific,460.57,36.85,497.42
TRX-11170,2025-08-20,CUST-164,PROD-4731,Clothing,Latin America,139.2,11.14,150.34
TRX-11171,2025-11-16,CUST-911,PROD-4724,Clothing,North America,400.67,32.05,432.72
TRX-11172,2025-01-02,CUST-440,PROD-3330,Home & Garden,Latin America,137.68,11.01,148.69
TRX-11173,2025-08-05,CUST-300,PROD-3200,Toys,Asia Pacific,357.26,28.58,385.84
TRX-11174,2025-11-19,CUST-495,PROD-4815,Electronics,North America,440.21,35.22,475.43
TRX-11175,2025-04-03,CUST-270,PROD-4668,Home & Garden,Asia Pacific,389.25,31.14,420.39
TRX-11176,2025-05-11,CUST-106,PROD-2179,Home & Garden,North America,496.33,39.71,536.04
TRX-11177,2025-06-25,CUST-656,PROD-4657,Electronics,North America,381.76,30.54,412.3
TRX-11178,2025-01-29,CUST-726,PROD-2193,Sports,Asia Pacific,288.28,23.06,311.34
TRX-11179,2025-01-08,CUST-386,PROD-2779,Electronics,North America,311.17,24.89,336.06
TRX-11180,2025-08-22,CUST-328,PROD-3450,Electronics,Europe,13.88,1.11,14.99
TRX-11181,2025-06-03,CUST-135,PROD-4009,Toys,Latin America,102.14,8.17,110.31
TRX-11182,2025-05-30,CUST-570,PROD-4116,Home & Garden,North America,293.28,23.46,316.74
TRX-11183,2025-03-29,CUST-602,PROD-2960,Clothing,Europe,52.2,4.18,56.38
TRX-11184,2025-03-02,CUST-978,PROD-2420,Clothing,North America,473.95,37.92,511.87
TRX-11185,2025-11-22,CUST-285,PROD-2764,Home & Garden,Asia Pacific,439.98,35.2,475.18
TRX-11186,2025-08-18,CUST-176,PROD-4985,Clothing,Asia Pacific,384.09,30.73,414.82
TRX-11187,2025-10-26,CUST-832,PROD-1930,Toys,North America,195.14,15.61,210.75
TRX-11188,2025-12-26,CUST-294,PROD-3698,Electronics,Asia Pacific,309.47,24.76,334.23
TRX-11189,2025-05-17,CUST-290,PROD-4415,Electronics,North America,432.7,34.62,467.32
TRX-11190,2025-07-08,CUST-486,PROD-1425,Home & Garden,Latin America,427.66,34.21,461.87
TRX-11191,2025-12-10,CUST-155,PROD-4231,Sports,Latin America,125.48,10.04,135.52
TRX-11192,2025-07-21,CUST-150,PROD-4622,Home & Garden,Asia Pacific,121.61,9.73,131.34
TRX-11193,2025-06-20,CUST-511,PROD-1674,Home & Garden,Latin America,326.16,26.09,352.25
TRX-11194,2025-01-18,CUST-628,PROD-2234,Sports,Latin America,198.97,15.92,214.89
TRX-11195,2025-03-13,CUST-854,PROD-2046,Sports,Asia Pacific,130.52,10.44,140.96
TRX-11196,2025-09-10,CUST-434,PROD-2620,Home & Garden,Latin America,469.59,37.57,507.16
TRX-11197,2025-11-28,CUST-497,PROD-3742,Home & Garden,Latin America,451.72,36.14,487.86
TRX-11198,2025-08-27,CUST-475,PROD-2454,Clothing,Latin America,320.78,25.66,346.44
TRX-11199,2025-04-09,CUST-392,PROD-4652,Electronics,North America,80.58,6.45,87.03
TRX-11200,2025-03-04,CUST-495,PROD-1571,Electronics,Europe,492.46,39.4,531.86
TRX-11201,2025-03-10,CUST-513,PROD-3693,Electronics,Asia Pacific,185.28,14.82,200.1
TRX-11202,2025-06-20,CUST-881,PROD-1419,Electronics,North America,267.52,21.4,288.92
TRX-11203,2025-01-06,CUST-321,PROD-4235,Home & Garden,Asia Pacific,451.72,36.14,487.86
TRX-11204,2025-10-11,CUST-496,PROD-1054,Sports,North America,151.24,12.1,163.34
TRX-11205,2025-12-10,CUST-932,PROD-2610,Clothing,Asia Pacific,300.42,24.03,324.45
TRX-11206,2025-06-28,CUST-573,PROD-3836,Electronics,Asia Pacific,81.18,6.49,87.67
TRX-11207,2025-05-03,CUST-917,PROD-2695,Sports,Asia Pacific,90.64,7.25,97.89
TRX-11208,2025-03-01,CUST-636,PROD-4414,Electronics,Asia Pacific,484.75,38.78,523.53
TRX-11209,2025-03-15,CUST-364,PROD-4510,Sports,Asia Pacific,377.45,30.2,407.65
TRX-11210,2025-01-04,CUST-282,PROD-4962,Clothing,North America,267.84,21.43,289.27
TRX-11211,2025-07-06,CUST-295,PROD-2258,Home & Garden,Asia Pacific,374.86,29.99,404.85
TRX-11212,2025-06-21,CUST-639,PROD-1515,Clothing,North America,367.45,29.4,396.85
TRX-11213,2025-01-06,CUST-303,PROD-1481,Electronics,Latin America,382.17,30.57,412.74
TRX-11214,2025-09-22,CUST-749,PROD-1233,Electronics,North America,125.24,10.02,135.26
TRX-11215,2025-06-23,CUST-428,PROD-4187,Home & Garden,Europe,415.67,33.25,448.92
TRX-11216,2025-10-11,CUST-671,PROD-4747,Home & Garden,Latin America,315.75,25.26,341.01
TRX-11217,2025-08-27,CUST-122,PROD-2303,Toys,Asia Pacific,350.34,28.03,378.37
TRX-11218,2025-05-04,CUST-157,PROD-3752,Toys,Latin America,462.42,36.99,499.41
TRX-11219,2025-04-25,CUST-922,PROD-4644,Home & Garden,Latin America,432.62,34.61,467.23
TRX-11220,2025-02-23,CUST-454,PROD-3712,Sports,Latin America,23.05,1.84,24.89
TRX-11221,2025-03-22,CUST-338,PROD-4395,Electronics,North America,148.57,11.89,160.46
TRX-11222,2025-10-08,CUST-489,PROD-1583,Electronics,North America,301.05,24.08,325.13
TRX-11223,2025-11-05,CUST-185,PROD-4204,Electronics,Latin America,259.66,20.77,280.43
TRX-11224,2025-08-30,CUST-971,PROD-2780,Home & Garden,Latin America,69.05,5.52,74.57
TRX-11225,2025-12-18,CUST-487,PROD-4633,Clothing,Latin America,445.59,35.65,481.24
TRX-11226,2025-05-03,CUST-259,PROD-3915,Sports,Europe,321.82,25.75,347.57
TRX-11227,2025-08-09,CUST-164,PROD-2401,Home & Garden,Europe,121.74,9.74,131.48
TRX-11228,2025-01-04,CUST-425,PROD-4724,Toys,Asia Pacific,260.24,20.82,281.06
TRX-11229,2025-03-11,CUST-154,PROD-2454,Sports,Asia Pacific,96.49,7.72,104.21
TRX-11230,2025-05-09,CUST-848,PROD-2117,Electronics,North America,347.95,27.84,375.79
TRX-11231,2025-02-12,CUST-956,PROD-1633,Clothing,Asia Pacific,110.83,8.87,119.7
TRX-11232,2025-10-08,CUST-154,PROD-2889,Home & Garden,Latin America,106.02,8.48,114.5
TRX-11233,2025-11-14,CUST-997,PROD-3070,Electronics,North America,297.69,23.82,321.51
TRX-11234,2025-12-22,CUST-835,PROD-1054,Toys,Asia Pacific,227.92,18.23,246.15
TRX-11235,2025-10-04,CUST-847,PROD-3938,Sports,Asia Pacific,196.38,15.71,212.09
TRX-11236,2025-07-19,CUST-601,PROD-1633,Electronics,Europe,87.25,6.98,94.23
TRX-11237,2025-11-28,CUST-495,PROD-2742,Clothing,Asia Pacific,392.65,31.41,424.06
TRX-11238,2025-08-12,CUST-194,PROD-1626,Sports,Europe,212.32,16.99,229.31
TRX-11239,2025-07-02,CUST-394,PROD-1182,Electronics,North America,201.56,16.12,217.68
TRX-11240,2025-10-30,CUST-273,PROD-3290,Sports,North America,361.3,28.9,390.2
TRX-11241,2025-03-13,CUST-177,PROD-2650,Toys,Europe,215.83,17.27,233.1
TRX-11242,2025-09-13,CUST-110,PROD-1766,Electronics,Europe,420.35,33.63,453.98
TRX-11243,2025-02-21,CUST-123,PROD-3199,Clothing,Asia Pacific,72.89,5.83,78.72
TRX-11244,2025-06-09,CUST-531,PROD-1935,Toys,Europe,336.96,26.96,363.92
TRX-11245,2025-08-08,CUST-234,PROD-4852,Toys,Asia Pacific,318.08,25.45,343.53
TRX-11246,2025-09-15,CUST-400,PROD-4207,Home & Garden,Latin America,223.99,17.92,241.91
TRX-11247,2025-03-09,CUST-997,PROD-1230,Home & Garden,Latin America,279.47,22.36,301.83
TRX-11248,2025-06-28,CUST-209,PROD-2033,Home & Garden,Latin America,283.27,22.66,305.93
TRX-11249,2025-03-04,CUST-192,PROD-1214,Electronics,Europe,495.34,39.63,534.97
TRX-11250,2025-01-12,CUST-298,PROD-1233,Toys,North America,392.8,31.42,424.22
TRX-11251,2025-10-09,CUST-762,PROD-1226,Electronics,Latin America,227.35,18.19,245.54
TRX-11252,2025-04-24,CUST-120,PROD-3410,Sports,Asia Pacific,226.7,18.14,244.84
TRX-11253,2025-04-24,CUST-799,PROD-2338,Toys,North America,388.26,31.06,419.32
TRX-11254,2025-10-03,CUST-423,PROD-1569,Sports,Latin America,384.76,30.78,415.54
TRX-11255,2025-12-23,CUST-861,PROD-1701,Clothing,North America,262.87,21.03,283.9
TRX-11256,2025-05-03,CUST-871,PROD-3831,Sports,North America,475.81,38.06,513.87
TRX-11257,2025-11-19,CUST-267,PROD-2992,Clothing,Europe,40.06,3.2,43.26
TRX-11258,2025-10-09,CUST-610,PROD-3407,Home & Garden,Europe,474.1,37.93,512.03
TRX-11259,2025-02-08,CUST-756,PROD-4550,Home & Garden,Europe,196.93,15.75,212.68
TRX-11260,2025-09-26,CUST-584,PROD-1513,Toys,Asia Pacific,482.77,38.62,521.39
TRX-11261,2025-10-06,CUST-438,PROD-1420,Electronics,North America,13.75,1.1,14.85
TRX-11262,2026-01-01,CUST-416,PROD-3622,Home & Garden,Latin America,100.21,8.02,108.23
TRX-11263,2025-11-20,CUST-960,PROD-3526,Sports,Europe,233.41,18.67,252.08
TRX-11264,2025-02-17,CUST-965,PROD-3201,Clothing,Latin America,362.52,29.0,391.52
TRX-11265,2025-05-19,CUST-359,PROD-1300,Sports,Asia Pacific,140.54,11.24,151.78
TRX-11266,2025-05-13,CUST-248,PROD-4900,Home & Garden,Europe,83.19,6.66,89.85
TRX-11267,2025-02-18,CUST-446,PROD-4428,Clothing,Latin America,137.94,11.04,148.98
TRX-11268,2025-06-22,CUST-632,PROD-1927,Home & Garden,Europe,308.97,24.72,333.69
TRX-11269,2025-12-26,CUST-293,PROD-1726,Electronics,North America,145.29,11.62,156.91
TRX-11270,2025-01-12,CUST-327,PROD-3556,Toys,Europe,47.26,3.78,51.04
TRX-11271,2025-07-23,CUST-226,PROD-2566,Sports,Asia Pacific,337.08,26.97,364.05
TRX-11272,2025-11-11,CUST-821,PROD-4878,Sports,Asia Pacific,220.68,17.65,238.33
TRX-11273,2025-02-18,CUST-484,PROD-1108,Home & Garden,North America,98.42,7.87,106.29
TRX-11274,2025-04-04,CUST-878,PROD-4096,Electronics,North America,461.23,36.9,498.13
TRX-11275,2025-06-21,CUST-455,PROD-2051,Clothing,Latin America,37.23,2.98,40.21
TRX-11276,2025-03-31,CUST-173,PROD-3545,Home & Garden,Europe,329.19,26.34,355.53
TRX-11277,2025-01-09,CUST-505,PROD-1371,Sports,Europe,61.42,4.91,66.33
TRX-11278,2025-04-02,CUST-799,PROD-1279,Toys,North America,126.53,10.12,136.65
TRX-11279,2025-07-30,CUST-761,PROD-3826,Home & Garden,Latin America,277.33,22.19,299.52
TRX-11280,2025-11-06,CUST-269,PROD-4379,Clothing,Europe,420.27,33.62,453.89
TRX-11281,2025-06-12,CUST-931,PROD-4322,Home & Garden,Latin America,115.99,9.28,125.27
TRX-11282,2025-06-04,CUST-181,PROD-3167,Electronics,Asia Pacific,237.88,19.03,256.91
TRX-11283,2025-10-22,CUST-687,PROD-2797,Toys,Europe,418.91,33.51,452.42
TRX-11284,2025-01-02,CUST-242,PROD-4273,Sports,Latin America,279.02,22.32,301.34
TRX-11285,2025-12-13,CUST-435,PROD-1018,Home & Garden,Latin America,478.36,38.27,516.63
TRX-11286,2025-04-01,CUST-694,PROD-2926,Sports,Latin America,254.94,20.4,275.34
TRX-11287,2025-10-10,CUST-623,PROD-4619,Electronics,Europe,491.72,39.34,531.06
TRX-11288,2025-01-19,CUST-717,PROD-4705,Electronics,Latin America,151.42,12.11,163.53
TRX-11289,2025-08-19,CUST-242,PROD-1697,Home & Garden,Latin America,155.18,12.41,167.59
TRX-11290,2025-05-23,CUST-310,PROD-1324,Clothing,Asia Pacific,159.8,12.78,172.58
TRX-11291,2025-07-27,CUST-687,PROD-2677,Sports,North America,40.84,3.27,44.11
TRX-11292,2025-07-06,CUST-284,PROD-3981,Electronics,Europe,36.62,2.93,39.55
TRX-11293,2025-07-18,CUST-317,PROD-1743,Home & Garden,Latin America,36.83,2.95,39.78
TRX-11294,2025-04-27,CUST-158,PROD-2199,Electronics,North America,119.55,9.56,129.11
TRX-11295,2025-05-18,CUST-932,PROD-2139,Toys,North America,384.61,30.77,415.38
TRX-11296,2025-01-12,CUST-506,PROD-3700,Home & Garden,Europe,367.27,29.38,396.65
TRX-11297,2025-03-18,CUST-179,PROD-1781,Electronics,Latin America,416.43,33.31,449.74
TRX-11298,2025-03-14,CUST-866,PROD-3392,Electronics,Asia Pacific,267.05,21.36,288.41
TRX-11299,2025-03-06,CUST-837,PROD-1003,Toys,North America,328.52,26.28,354.8
TRX-11300,2025-03-30,CUST-170,PROD-3120,Sports,Europe,25.91,2.07,27.98
TRX-11301,2025-04-28,CUST-930,PROD-4820,Toys,Asia Pacific,408.9,32.71,441.61
TRX-11302,2026-01-01,CUST-308,PROD-4107,Sports,North America,292.51,23.4,315.91
TRX-11303,2025-12-08,CUST-450,PROD-2493,Toys,Europe,130.29,10.42,140.71
TRX-11304,2025-11-17,CUST-526,PROD-2629,Sports,Asia Pacific,367.55,29.4,396.95
TRX-11305,2025-01-12,CUST-798,PROD-3732,Clothing,Asia Pacific,83.78,6.7,90.48
TRX-11306,2025-12-21,CUST-676,PROD-2972,Clothing,Europe,390.52,31.24,421.76
TRX-11307,2025-07-07,CUST-426,PROD-1965,Home & Garden,Asia Pacific,72.14,5.77,77.91
TRX-11308,2025-10-16,CUST-609,PROD-4008,Toys,Latin America,221.99,17.76,239.75
TRX-11309,2025-01-06,CUST-105,PROD-2024,Toys,Asia Pacific,296.61,23.73,320.34
